country,title,company,seniority,applicants,1 Year,2 Year,3 Year,4 Year,5 Year,Python,SQL,Power BI,Tableau,Degree,Excel,R,GPA
US,Data Analyst,Clutch,Full-time,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
US,Data Analyst,Tic Toc Games,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst - Telecommute,Optum,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst,Wise Skulls,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
US,Data Analyst,Aya Healthcare,Full-time,86,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
US,Data Analyst (Junior Role),Staffigo,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst (Junior Role),Staffigo,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,Webhelp,Full-time,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst,Kobalt Music,Full-time,86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
US,Data Analyst - Remote,Orsini Specialty Pharmacy,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst,Samtec Inc,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
US,Product Data Analyst,Vitality Group Inc.,Full-time,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,Synergy Interactive,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst I,Massachusetts General Hospital,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst,Turo,Full-time,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
US,Data Analyst,Dow Jones,Full-time,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,"Data Analyst (Full Time, Remote)",Hire Digital,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
US,Data Analyst,Unibail-Rodamco-Westfield,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
US,Junior Data Analyst-Remote,SynergisticIT,Contract,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst,Lockheed Martin,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst,"MZQ Consulting, LLC",Full-time,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,Aston Carter,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst,Apex Systems,Contract,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,Turo,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
US,Entry Level Data Analyst,"Asta CRS, Inc.",Full-time,127,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
US,Data Analyst,OP Labs,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
US,"Data Analyst, GTM",Lyra Health,Full-time,29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst,GenSpark,Full-time,78,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst,Power On Marketing,Full-time,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Clinical Data Analyst,Indeio,Full-time,200,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,Lithia & Driveway,Full-time,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
US,Junior Data Analyst,Dice,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst (Junior Role),Staffigo,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst (Junior Role),Staffigo,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,PERSUIT®,Full-time,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
US,Junior Data Analyst,Technology Ventures,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst - Telecommute,Optum,Full-time,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst,Aditi Consulting,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
US,Data Analyst,Ideas In Bloom,Temporary,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst,WebTPA,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
US,Business Data Analyst,BBSI,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
US,Entry Level Data Analyst,SynergisticIT,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst II - Telecommute,UnitedHealthcare,Full-time,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst,Associate Staffing,Full-time,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst,Wipro,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Data Analyst I,Nimble Robotics,Full-time,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Entry Level Data Analyst,Dice,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst,Apex Systems,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US,Data Analyst,Gleaners Community Food Bank,Full-time,50,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
US,Lightstream Data Analyst - Open to Remote,Truist,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst I,orangepeople,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
US,Data Analyst,Robert Half,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
US,Marketing Data Analyst,Apex Systems,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
US,Data Analyst,Naval Facilities Engineering Systems Command (NAVFAC),Full-time,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst,TuneCore,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
US,Data Analyst,"FocusKPI, Inc.",Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
US,Data Quality Analyst,Panasonic North America,Full-time,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
US,Data Analyst,"Infina, Ltd.",Full-time,40,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Jr. Data Analyst,ConsultNet,Contract,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Quantitative Data Analyst,"Intex Solutions, Inc.",Full-time,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Jr. Data Analyst | On-site,ClearpointCo,Contract,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
US,Data Analyst,SMPL Technologies,Full-time,67,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst,"Jockey International, Inc.",Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Associate Data Analyst,ManpowerGroup,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US,ICQA Data Analyst,Amazon,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
US,Data Analyst,Malakye.com,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
US,Senior Data Analyst,TikTok,Full-time,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
US,Data Analyst II (Healthcare Analytics),Centene Corporation,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
US,Data Analyst,SA FORCE IT,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
US,Data Analyst,Kraken Digital Asset Exchange,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Malaysia,Data Analyst,OCBC Bank,Full-time,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Malaysia,Data Analyst (Mid-Level) (Product Analyst),Xsolla,Full-time,27,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Malaysia,Emb Digital Data Analyst,OCBC Bank,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Malaysia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Malaysia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Data Analyst,ERROR COMPANY,Full-time,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Malaysia,Senior Data Analyst,PropertyGuru Group,Full-time,200,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Malaysia,Data Analyst Client Invoicing (Contract) - Urgent,ERROR COMPANY,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Senior Data Analyst,ERROR COMPANY,Full-time,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Malaysia,Senior BI Data Analyst,FirstWorks Group,Full-time,58,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Malaysia,Customer Data Administration & Pricing Analyst,Alcon,Full-time,137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Malaysia,Senior Data Analyst,BTC Recruitment Malaysia - Executive Search Recruitment Agency,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Malaysia,DIVE Senior Data Analyst,Standard Chartered Bank,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Malaysia,Data Test Analyst,HTC Global Services,Full-time,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Malaysia,Senior Data Analyst - Trade Compliance/Customs-EN,Cargill,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Malaysia,Business Intelligence Developer,Bestinet Sdn Bhd,Full-time,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Singapore,Junior Data Analyst,ERROR COMPANY,Associate,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,[GOVT] Data Analyst (Entry Level) - JL,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Singapore,"Analyst, Data Analyst (Ingestion), Customer Experience, Consumer Banking Group",DBS Bank,Full-time,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst & Document controller,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Singapore,Regional Data Analyst (1 year),ERROR COMPANY,Associate,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,"Data Analyst (Wealth Management Fintech, up to $5.5k)",ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Singapore,Data Analyst / Senior Data Analyst,ERROR COMPANY,Associate,25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,Danone,Full-time,110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst_Beginner,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst S&P,Good Doctor Technology,Full-time,63,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst Graduate Programme,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Venture Data Analyst (VC Startup/Remote/Southeast Asia),ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst (Data Science),ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst,Pan-United Corporation Ltd,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Oil Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Singapore,"Analyst, Data Analyst, Consumer Banking Operations, Technology & Operations",DBS Bank,Full-time,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,IFUN SINGAPORE PTE. LTD,Full-time,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,A&I Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst_Intermediate,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst (Healthcare/Lifescience),ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst (Crypto/ Blockchain),ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Singapore,Data Analyst (Python),ERROR COMPANY,Entry level,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Singapore,"Data Analyst (Business Analytics, 6 months contract)",ERROR COMPANY,Associate,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Singapore,"Data Analyst, Data Management (1 Year contract)",ERROR COMPANY,Associate,25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Singapore,Data Analyst,ERROR COMPANY,Entry level,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Data Analyst (Ref 24823),ERROR COMPANY,Entry level,25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Singapore,"Data Analyst, Data Hub (1 Year Contract)",ERROR COMPANY,Associate,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
