country,title,company,location,employment_type,seniority,applicants,description
Japan,データアナリスト / LINEマンガ / LINE Digital Frontier,"
                LINE Corp
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
求人概要 / Role and Responsibility電子コミックサービス「LINEマンガ」の事業/サービス課題を解決するためのデータ分析業務に携わっていただきます。裁量が大きく、ビジネスに近いところで分析ができるため、事業/サービスの成長に直接貢献できるやりがいのあるポジションです。「LINEマンガ」は2013年にリリースされて以降、右肩上がりで成長してきました。＜直近の実績＞・2021年 国内アプリ消費支出ランキング2位（2022年1月時点/出展:App Annie）・非ゲーム 世界モバイルアプリ収益ランキング9位（2021年6月時点/出展:Sensortower）■具体的な業務内容および役割データを使ってビジネスサイドの意思決定の精度を向上させること、およびデータを使ったプロダクト改善がチームの役割になります。具体的には以下のような業務があります。・事業課題分析およびマーケティング施策立案のサポート・KPIの設計、可視化およびシミュレーションによる各チームの意思決定サポート・施策やキャンペーン、UI/UXの改善の効果検証の設計および実施（A/Bテスト含む）・アプリ内で展開するランキングのロジックの設計・運用・データを使ったアプリの運用サポートや最適化・新規事業企画サポート・その他、分析から得られた知見によるプロダクトの改善提案など■仕事の魅力1）業界トップクラスのユーザー数を誇るサービスでデータ規模が大きく、データ構造も複雑なため、発想次第で様々な分析が可能です。2）ビジネスに近い距離で分析をすることができます。自身の分析した結果が、直接的に事業・サービスの成長に結びつくため、やりがいを感じます。3）立場や年齢によらず意見が言えるフラットな社風です。積極的に改善提案をしながら、サービスを主体的に成長させていく楽しみがあります。応募資格 / Qualifications■必須の経験・スキル・SQLを利用したデータ分析の経験・TableauなどのBIツールの利用経験・研究またはビジネスにおいて、データ分析によって課題を解決した経験・ビジネス上の課題を解決するための問題解決能力、論理的思考力・チーム内外の関係者と連携してスムーズに業務を進めるためのコミュニケーション能力■歓迎する経験・スキル・R、Pythonを利用したデータ分析の経験・統計解析や機械学習に関する専門的な知識および実ビジネスに活かした経験・データ分析に関するプロジェクト管理の経験■求める人物像・事業/サービスのため、チームのためを考え、積極的に改善提案をしていただける方・データを分析するだけでなく、分析結果を活かしたアクションの提案や実行まで熱意をもって取り組むことができる方・課題について論理的に粘り強く考え抜き、解決まで導ける方・様々な部署と協力しながら業務を遂行できる方・新しい知識、技術を貪欲に吸収する意欲のある方・インターネットが好きで、その可能性を信じている方・マンガが好きで、デジタル配信の可能性を信じている方勤務地 / Location四谷オフィス〒160-0004 東京都新宿区四谷1-6-1四谷タワー23F雇用形態 / Employment type正社員勤務時間 / Working hours専門業務型裁量労働制(1日の労働時間に関わらず1日9.5時間労働したものとみなします。)待遇・福利厚生 / Benefits■休日/休暇・完全週休2日制(土・日)・祝日・年次有給休暇・リフレッシュ休暇(入社から3年ごとに10日間/補助金30万円)・年末年始休暇・慶弔休暇■給与・年俸制(保有されるスキル・経験・能力により優遇、相談の上で決定)・年俸の12分の1を毎月支給・別途、インセンティブプラン有(※1)・給与改定：年1回・諸手当：・交通費支給（会社規定による）・LINE Pay Card Benefit Plan(※2)・LINE STORE ギフトコード (※3)(※1)年俸額の他に会社業績・ご自身の評価結果・在籍期間等に応じて、インセンティブを支給することがあります。（支給日に在籍している場合に限り支給対象となります）。(※2)自己啓発、リフレッシュ、医療、介護、育児など自分に合った使い方ができる福利厚生制度です。給与とは別で毎月各人のLINE Payアカウントへ入金します。(※3)LINEグループの様々なサービスを体験できるよう、LINE STOREで利用できるギフトコードを半年に1度支給しています。■各種保険・雇用保険、労災保険、健康保険、厚生年金保険■福利厚生・無料朝食、社員価格の昼食・社内カフェテリア・定期健康診断・衛生管理（マスク・消毒液の配布）・語学支援（日・韓・英）・マッサージ師常駐・提携ジム利用費用補助 etc...■受動喫煙防止措置の実施・屋内原則禁煙(屋内に喫煙室あり)※その他詳細は、面談・面接の際にお伝えします。
      "
Japan,データアナリスト,ERROR COMPANY,"
              Tokyo, Tokyo, Japan
            ","
            General Business
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        【仕事内容】【職務概要】企業Webサイトに設置したタグから収集される行動ログを用いた分析手法の開発や、プロダクト成長のための意思決定に必要なデータ整備・提案を担っていただきます。【職務詳細】・データ分析のためのプロダクト機能の企画・開発・カスタマーサクセスへの分析機能の利用支援・プロダクトの各種KPIの設計・分析用データマートやBIツールなどの環境整備・外部分析ツールの市場調査★同社では、以下の3つのプロダクトを開発しています。・顧客WebサイトのUIを改善する「KAIZEN ENGINE」・動画広告を改善する「KAIZEN AD」・営業プロセスをDXする「KAIZEN Sales」これらのプロダクトを通して、1日に数億件のログを収集・処理しています。【利用ツール・環境】・DB／DWH：MySQL／BigQuery・BI：Knowi／Data Studio／Spreadsheet・プロジェクト管理：Asana／GitHub【求める人材】【必須】・プロダクトマネージャーや事業開発と協業しサービス改善を実施した経験・SQLを用いたデータ分析実務経験・統計学の基礎理解【尚可】・ログ設計やETLフローを設計、運用した経験・Googleアナリティクス4(GA4)でWebサイトを分析した実務経験・広告配信データの分析経験【給与】年収:500万～800万程度年俸制：-給与:■経験、スキル、年齢を考慮の上、同社規定により優遇賞与:インセンティブ報酬（業績連動）昇給:2回／年【勤務地】【本社】〒108-0072 東京都港区白金1-27-6 白金高輪ステーションビル 10F東京メトロ南北線、都営三田線「白金高輪」駅 徒歩2分京浜急行電鉄、都営浅草線「泉岳寺」駅 徒歩15分【勤務時間】フレックスタイム制 コアタイム（10時00分～15時00分）【雇用・契約形態】正社員契約期間：無期試用期間：3ヶ月【待遇・福利厚生】健康診断費用補助／従業員持株会／ベビーシッター補助／リモートワーク制度喫煙情報：屋内禁煙【休日・休暇】完全週休2日制(土日)、祝日、有給休暇、年末年始
      "
Japan,データサイエンティスト,ERROR COMPANY,"
              Tokyo, Tokyo, Japan
            ","
            General Business
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        【仕事内容】【職務概要】顧客が持つビジネスデータを活用した課題解決支援を行っていただきます。【職務詳細】・顧客課題とニーズに基づいたデータ活用や、データ分析プロジェクトの企画、解析／分析、分析結果報告まで一連の業務・アクセスログの分析／レポーティングや、BIツールを使った各種事業KPIの可視化／分析支援業務＜開発環境・使用ツール＞※実装に関する知識があれば問題なし！■データ分析基盤／BIツール：Python,Tableau,Google Analytics SQL,R■DB：Oracle Database／SQL Server MySQL／AWS■インフラ：AWS,GCP（ML関連のAPI・BigQuery）,Azure▼現在、SHIFT商流にて大手クライアントよりコンサルティング業務を含む分析案件の引き合いが多数あります。ご自身のスキルをフルに活かしながら、分析業務はもちろん、企画・提案から基盤構築、コンサルティングまでを一貫してご担当いただくことが可能です。【求める人材】【必須】■以下、いずれかの経験3年以上・データ分析アナリスト・データコンサルタント・データエンジニア【尚可】■以下、いずれかのプロジェクトマネジメントの経験・データ分析プロジェクトにおいて、プロジェクトマネジメントをしたご経験・システム開発プロジェクトにおいて、プロジェクトマネジメントをしたご経験・プロジェクトを俯瞰できる立場で、プロジェクトの立ち上げから完遂まで牽引したご経験・システム開発プロジェクトの立て直しにて中核的な役割を果たしたご経験【給与】年収:700万～1500万程度月給制：月額500000円給与:■経験、スキル、年齢を考慮の上、同社規定により優遇賞与:年1回昇給:年2回【勤務地】東京都(プロジェクトにより異なる)プロジェクトにより異なる【勤務時間】9時00分～18時00分【雇用・契約形態】正社員契約期間：無期試用期間：6ヶ月【待遇・福利厚生】各種社会保険完備（雇用、労災、健康、厚生年金）、社員旅行、退職金制度、役職手当、残業手当、インセンティブ（運営手当、管理手当、営業手当）喫煙情報：屋内禁煙【休日・休暇】完全週休2日制（土・日）、祝日、年間休日123日、創立記念日、年末年始休暇、年次有給休暇、慶弔休暇、産前・産後休暇、育児休暇
      "
Japan,"Data Engineer, Business Data Driven Team - EC Business Data Analytics & Platform Section, Commerce Company Business Support Development Department(CCBD)","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionBusiness OverviewRakuten group has almost 100 million customers based in Japan and 1 billion globally as well, providing more than 70 services in a variety such as e-commerce, payment services, financial services, telecommunication, media, sports, etc.Department OverviewCommerce Company Business Support Development Department is in charge of some of the Merchant services provided by Rakuten and various in-house applications to support business staff to operate Rakuten Ichiba in Japan and overseas.EC Business Data Analytics & Platform Section promotes data utilization based on the huge transaction data of Rakuten Ichiba (number of stores : 50,000, number of products: 300 million, annual sales: over 3 trillion yen) . We build a data platform to support business decision-making.We also handle Japan's largest traffic data at Rakuten Super SALE and large-scale events, and strive to provide a stable system and continuously improve service quality.PositionWhy We HireWe are looking for services for consumers(B2C) and Merchant(B2B) that are open their shop in Rakuten Ichiba.We use Hadoop as data storage and use Python / Spark / Linux and Kafka for them to store the data.We are looking for a data engineer who can expand and optimize the data pipeline of the huge Rakuten market transaction data.This position is an important position to make important decision data in Rakuten Ichiba and to connect better service to business.Position DetailsBuild large batch data pipelines using data processing frameworks and technologies such as Spark, Hive, Kafka, Spark-Streaming, and Hadoop.Leverage the data pipeline to provide key decision-making data for data checks, customer acquisition, and other key business performance indicators in line with Rakuten Ichiba guidelines.Work EnvironmentPython / Hadoop / Hive / Spark / KafkaCCBD employs around 300 people now. Team size is 2-6.Mandatory QualificationsHadoop, Spark, Kafka application development, operational experienceDevelopment experience with Python or Java / ScalaOver 5 years of data engineer experienceAdvanced SQL knowledge and relational database experienceExperience in building data pipelines, datasets and optimizing performanceData modeling experienceExperience developing applications for a Linux environmentBeing able to read, write and speak Japanese (native level)Being able to read, write and speak English (daily conversation level) Desired QualificationsDevelopment experience utilizing big dataDatabase operation experience, optimal performance tuning experienceExperience in infrastructure management such as Docker and KubernetesDeep understanding and experience of DevOps / Micro service architectureOperational experience with Jenkins or other CI technologiesScrum / Agile development experienceExperience building a system using the cloud (AWS, GCP, etc)#engineer #applicationsengineer #commerce#RakutenIchiba #Java #PythonLanguagesEnglish (Overall - 3 - Advanced), Japanese (Overall - 3 - Advanced)
      "
Japan,VISA & housing support available ★ Multinational people are active! [Data Scientist Analyst (Permanent Employee)] One interview ★ Web interview is possible!,"
                Human Resocia/Global IT Talent
              ","
              Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Human Resocia Is THE GLOBAL COMPANY.Over 400 foreign engineers from more than 40 countries works at Human Resocia.Our engineers will be seconded to the client to take charge of the projects.Projects include data analysis, algorithm implementation, machine learning (decision tree,Logistic regression, random forest, naive Bayes classifier, k-nearest neighbor method,Creation of predictive models using k-means clustering, neural networks, etc., statistical analysis, etc.You will be asked to perform analysis and hypothesis construction using technologies such as clustering.Every engineers will be assigned to the project that suits your experiences.【Project example】・ Creation of machine learning prediction models for sales trends due to climate change・ Data analysis using access log data・ Development of placement optimization study system for improving ES using personnel data・ Advertising analysis and dynamic pricing using ad technology・ Financial forecasts for the financial industry, stock price forecasts, quants・ Demand forecast, sales forecast, complaint forecast for manufacturers / dealers■ Benefits・ Annual salary system New graduates start from 3 million・ Salary increase (once a year)・ Overtime allowance (overtime allowance 125%, holiday work allowance 135%)【Welfare】Work visa acquisition support, company housing allowance, housing search support, commuting allowance (up to 30,000 yen per month), complete social insurance, retirement allowance system, in-house training (Japanese, business etiquette, technology), employee introduction system【Qualifications】■ Qualifications Hands on experience of data science Experience in Python or R University graduates of science departments such as Computer Science, Information Technology, Statistics or Mathematics【Preferred Qualifications】 Experience using BI tools (PowerBI, Tableau, etc.) Experience in some frameworks such as Hatoop or Spark etc.■ Minimum Language RequirementsEnglish Level: Business Conversation LevelJapanese Level: Daily Conversation Level
      "
Japan,データサイエンティスト,ERROR COMPANY,"
              Yokohama, Kanagawa, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        【仕事内容】■データサイエンティストとして以下の業務を担当して頂きます。【具体的には】・事業内容と課題に基づいた、分析業務設計と遂行・各事業が収集する各種データの前処理、解析、可視化・機械学習を用いた予測や分類モデルの構築、およびMLOpsの実践【やりがい・魅力】同社はデータドリブンな意思決定をより強固にしていくことを経営方針として設定し、データ分析 専門組織の立上げから様々な領域での事業貢献を実現してきました。変革期に差し掛かっているモビリティビジネスの中で、一緒に事業運営の在り方を変えていく仕事ができます【求める人材】【必須要件】以下、全てのご経験をお持ちの方・統計、数学、コンピュータサイエンスなどの知識・統計解析や機械学習モデルの実業務課題への適用経験・RやPython, SQLなどを用いた分析をスムーズに行えるスキル・データの可視化、結果の図表作成を迅速に行えるスキル【歓迎要件】・AWS, GCPなどのクラウド環境を利用して分析実務を行った経験・英語力を活かしたい、伸ばしたい方【給与】450-750万円【勤務地】静岡県、神奈川県【勤務時間】08:45 - 17:30（コアタイム：10:15 - 15:00）【雇用・契約形態】【待遇・福利厚生】健康保険、雇用保険、労災保険、厚生年金通勤手当、家族手当、営業手当、時間外手当、在勤手当、食事手当等昇給1回、賞与年2回、寮、社宅、財形貯蓄制度、社員持株制度、保養所、社内預金・従業員販売・共済会・厚生年金基金等・法人会員施設・体育館・テニスコート・総合グランド等【休日・休暇】年間121日／（内訳）週休２日制（土・日）、夏期休暇、年末年始、有給休暇、慶弔休暇、GW（９日前後）、3連続有給休暇取得制度、ライフサイクル休暇制度有り
      "
Japan,データサイエンティスト,"
                The MLC Group
              ","
              Yokohama, Kanagawa, Japan
            ","
            Engineering and Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        案件紹介仕事内容：タンパク質科学研究における上記の実験データの取得、解析のデジタル化により研究機能の高度効率化・強化を行う。応募資格・人工知能(機械学習)に関する業務経験 (例：マテリアルズ・インフォマティクス、プロセス・インフォマティクス、計測インフォマティクス、構造インフォマティクス、,画像解析)・プログラミングやデジタルツールを活用した業務の自動化・効率化を提案・実行する業務経験・データベースの構築・管理、IT基盤強化など業務経験求人詳細
      "
Japan,"Senior Data Analyst, Partner Development – (Statistics/ML/BI) (Bangkok-based, relocation provided)","
                Agoda
              ","
              Osaka, Osaka, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
About AgodaAgoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.Get to know our team:Partner Development is a team of creative entrepreneurs that develop solutions for Agoda’s accommodation partners and promote Agoda’s top and bottom line growth. We design tailored business and product solutions with our partners and help them generate measurable value. Members of our team are empowered and supported to grow their market(s) or accounts. We develop win-win relationships and leverage Agoda’s unique accommodations portfolio and tech solutions to bring our partners the advantages they seek. Utilizing our strong brand and resources, we roll out new product to increase the visibility of Agoda, introduce more travelers to our great products and service and deliver significant revenues to the overall business.In this role you’ll get toThis role is designed to mainly growth opportunity identification among mid to long tail hotels, experiment execution and data tracking within Partner Development team for the global teams. You will get to work directly with the regional team to design and put in place global experimentation and initiatives to drive tangible impact in each market.Key activities involved include but not limit to:Apply your expertise in quantitative analysis, data mining, and the presentation of data to identify opportunities for business improvements and support your recommendationsOwn end-to-end project or roll out new experiments to validate in-market impact of an initiative within Partner DevelopmentBuild dashboards, identify new and track key metrics to closely monitor team’s performance and identify quick and long term opportunities for improvementsWork closely with cross-functional teams of analysts, regional team leads, product managers and business owners to drive changes based on opportunities identifiedSupport global Partner Development related initiatives, including experimentation infrastructure-building and methodology standardizationWhat You’ll Need To SucceedBachelor’s degree in science, computer science, statistics, economics, mathematics, or similar quantitative discipline4-8 years experience working in a business analysis, data analysis, reporting or business strategy roleExcellent problem-solving skills including the ability to analyze and resolve complex problems using dataTeam player with strong interpersonal, relationship-building, and stakeholder management skillsCoding skills for analytics and data manipulation (SQL, R, Python, Pandas, Scala)Data visualization tool experience such as with Tableau or your weapon of choiceAbility to work under pressure in a fast-paced and rapidly changing environmentExcellent communication skills (both verbal and written in English), with proven ability to convey complex messages clearly and with conviction#STRA#ANLS#MRKT#3 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #washdc #tirana #yerevan #sydney #melbourne #perth #vienna #graz #linz #baku #minsk #brussels #antwerp #ghent #charleroi #liege #saopaolo #sofia #toronto #vancouver #montreal #shanghai #beijing #shenzhen #zagreb #cyprus #prague #Brno #Ostrava #copenhagen #cairo #alexandria #giza #estonia #helsinki #paris #nice #marseille #rouen #lyon #toulouse #tbilisi #berlin #munich #hamburg #stuttgart #cologne #frankfurt #dusseldorf #dortmund #essen #Bremen #leipzig #dresden #hanover #nuremberg #athens #hongkong #budapest #bangalore #newdelhi #jakarta #bali #bandung #dublin #telaviv #milan #rome #naples #turin #palermo #venice #bologna #florence #tokyo #osaka #yokohama #nagoya #okinawa #fukuoka #sapporo #amman #irbid #riga #beirut #tripoli #vilnius #luxembourg #kualalumpur #malta #chisinau #amsterdam #oslo #jerusalem #manila #warsaw #krakow #sintra #lisbon #porto #braga #cascais #loures #amadora #almada #doha #alrayyan #bucharest #moscow #saintpetersburg #riyadh #jeddah #mecca #medina #belgrade #singapore #bratislava #capetown #johannesburg #seoul #barcelona #madrid #valencia #seville #bilbao #malaga #oviedo #alicante #laspalmas #zaragozbanga #stockholm #zurich #geneva #basel #taipei #tainan #taichung #kaohsiung #Phuket #bangkok #istanbul #ankara #izmir #dubai #abudhabi #sharjah #london #manchester #liverpool #edinburgh #kiev #hcmc #hanoi #sanaa #taiz #aden #gibraltar #marrakech #lodz #wroclaw #poznan #Gdansk #szczecin #bydgoszcz #lublin #katowice #rio #salvador #fortaleza #brasilia #belo #belem #manaus #curitiba #portoalegre #saoluis data representation data analysis SQL data analytics analytics python (programming language) data mining data science r (programming language) tableau analytical skills data visualization databases business analysis business intelligence (bi) microsoft sql server machine learning statistics microsoft power bi java finance shopee traveloka google facebook ctrip trip.com makemytrip grab amazon pandas (software) artificial intelligence (ai) information technology capital one accenture upwork deloitte mckinsey bain microsoft uber lyft gojek lazada alibaba shopify expedia skyscannerEqual Opportunity Employer At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.
"
Japan,"Data Science Engineer (Investigator) - Fraud Prevention Section, Membership Platform Department (MPD)","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job Description Business  Overview Are you interested in building the next generation of Internet services that will impact hundreds of millions of users across the globe every day?Rakuten is one of the leading e-commerce companies in the world. We provide several Internet services such as EC marketplace, travel booking services, digital contents and FinTech . Our mission is to empower people and society through the internet as a Global Innovation Company. Department  Overview Our department, the Membership Platform Department (MPD) is thinking big: we build scalable platforms that empower theRakuten Ecosystem worldwide.The Fraud Prevention Section is responsible for building the fraud platforms and invest igating various forms of fraud.We combine the latest technology, architecture solutions, and fraud modeling capabilities to develop a scalable, high-performing system which processes billions of transactions in real-time.Position Why  We  H  ire The core respons ibility is to protect accounts and transactions from fraud in real-time. Position  Details  / Responsibilities  Investigate accounts for identity theft and transactional fraud, execute queries and run scripts in dashboards, present / visualize / track the attack and solutions. Integrate, execute, evaluate and validate Proof-of Concepts from internal and external sources. Identify security vulnerabilities within existing applications and automate the solutions. Work closely with Business Stakeholders, Program Management, Software Engineers, DevOps Engineer, Infrastructure, Quality Assurance Engineers and other Fraud Investigators. Will need to support emergencies on-call 24/7 situations in a response function.Mandatory Qualifications B.S. in Computer Science, Engineering, or related field. Overall 2+ years investigating fraud in the online marketplace, fraud prevention, fintech, finance, government, healthcare, or security platform services. Strongly familiar with analytical toolboxes, dashboards and business intelligence tools. Ability to program analytical code and scripts in a variety of programming languages , identify new patterns which are significant to different businesses, and provide clear visualization and presentations.Desired Qualifications M.S. in Computer Science, Engineering, or related field. B.S., M.S. or Minor in cognitive science, psychology, sociology, law, philosophy, or economics. Prior employment in a fraud prevention organization, strong research background or related areas. Prior volunteer experience.Other Information A  dditional information on  Location Tokyo or Osaka#engineer #jobcategory02 #datascientist#researcher #jobsubcategory12 #technologyplatformdiv #organization13LanguagesEnglish (Overall - 4 - Fluent)
      "
Japan,データアナリスト / LINE VOOM,"
                LINE Corp
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
求人概要 / Role and ResponsibilityLINEアプリ内のソーシャルサービス「LINE VOOM」の活性化をミッションに、「LINE VOOM」における、データ分析業務をお任せします。LINE VOOMは、MAU8,900万人（2021年9月末時点）が利用する「LINE」の中央のタブにあり、スキマ時間に気軽に自分の動画を投稿したり、さまざまなジャンルのショート動画を視聴して楽しんだりできる「動画プラットフォーム」です。ユーザーの関心が高いジャンルや人気の動画がレコメンド表示されます。レコメンド内容は視聴傾向に基づきパーソナライズ化を行います。※LINE株式会社からZ Entertainment株式会社へ出向となる場合があります。■業務内容・LINE VOOMのサービス・コンテンツ分析・動画コンテンツのレコメンド分析・配信ロジック検討、A/Bテストの設計と実施・クリエイター向け施策（ハッシュタグイベントなど）の効果分析、改善・動画投稿機能の改善に向けた利用状況分析（カメラフィルター、エフェクトなど）■参考記事LINE、動画プラットフォーム「LINE VOOM」をAndroidにて提供開始https://linecorp.com/ja/pr/news/ja/2021/4008【LINEのなかみ】データアナリストの仕事を紹介します（LINE HR BLOG）http://line-hr.jp/archives/53999140.htmlデータで事業を進化させる、LINEならではのデータ活用の体制・取り組みとは？（LINE HR BLOG）http://line-hr.jp/archives/54661623.html応募資格 / Qualifications■必須の経験・スキル・データ集計や処理に関するスキル、経験（SQL等）・インターネットサービスに関わる分析業務または企画業務の経験■歓迎する経験・スキル・TableauなどのBIツールの利用経験・機械学習や統計学に関する知識、経験・Python/Java/Ruby/PHPなどの何らかのプログラミング言語が扱える方勤務地 / Location四谷オフィス〒160-0004 東京都新宿区四谷1-6-1四谷タワー23F雇用形態 / Employment type正社員勤務時間 / Working hours企画業務型裁量労働制(1日の労働時間に関わらず1日9.5時間労働したものとみなします。)、10:00～18:30(実働7時間30分)のいずれか適用 ※面接後に決定待遇・福利厚生 / Benefits■休日/休暇・完全週休2日制(土・日)、祝日、年次有給休暇、年末年始休暇、慶弔休暇、リフレッシュ休暇制度(勤続5年で10日間)■給与・年俸制(保有されるスキル・経験・能力により優遇、相談の上で決定)・年俸の12分の1を毎月支給。・別途、インセンティブプラン有(※1)・給与改定：年2回・諸手当：交通費支給（会社規定による）、LINE Pay Card Benefit Plan(※2)(※1)年俸額の他に、会社・本人の業績、評価に応じ、年2回インセンティブを支給することがあります。(必ず支給されるものではありません。また、支給日に在籍している場合に限り支給対象となります。)(※2)社員の「健康維持増進」「自己啓発」「次世代育成」を目的として給与とは別に支給する手当です。■各種保険・雇用保険、労災保険、健康保険、厚生年金保険■福利厚生・定期健康診断・各種社内イベント他■受動喫煙防止措置の実施・屋内原則禁煙(屋内に喫煙室あり)・四谷オフィス、南新宿オフィス、大崎オフィス※当社はオフィス勤務と在宅勤務を組み合わせた、より効率的に高いパフォーマンスを発揮し続ける新しい働き方「LINE Hybrid Working Style」を採用しています。https://linecorp.com/ja/pr/news/ja/2021/3912その他詳細は面談の際にお伝えします。選考フロー / Interview Process■選考プロセス（1-1.5ヶ月を想定）書類選考→課題選考→面接2-3回→バックグラウンドチェック→オファー※課題選考・面接はオンラインにて実施します。
      "
Japan,大手総合商社のデータサイエンティスト,"
                Insight Edge, Inc.
              ","
              Tokyo, Japan
            ","
            Engineering and Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
当社は、大手総合商社グループのDX（デジタルトランスフォーメーション）実現加速するための先進技術活用の技術者集団として設立しました。グローバルの様々な事業領域における事業課題や社会課題の解決、新事業開発を推進する為の課題設定や企画、実証実験から実現までの技術解決機能とデジタル基盤を提供しております。【主な業務内容】大手総合商社グループの多種多様なデータを扱い、統計・AIモデルの構築や見える化など各種分析業務をご担当いただきます。実際にデータ分析の企画から実装までを数名のチームまたはお一人でご対応いただきます。様々な産業分野の課題解決や新事業アイデアを導く手段としてAI・データ分析のノウハウを駆使していただきグループ全体のデジタルトランスフォーメーション実現に貢献いただきます。過去当社内で取り組んだデータ分析プロジェクトの一例として以下のようなものがあります。・大手総合商社本体における各種需要予測・価格予測・市況予測・在庫最適化・GPSデータによる移動体稼働分析・製造系分野における外観検査・異常発生要因の分析・メディア系売り上げ増加要因の分析・顧客分析・設備・工場などの異常検知・小売系併売分析・商圏分析【当社業務の特徴】・大手総合商社のDXチームの一員として企画段階から加わり、様々なプロジェクトを進行しています。・グループの事業会社もターゲットとしているため、様々な産業分野のデータを扱うことができます。・実証実験をメインとして業務を進める為、比較的短い期間のプロジェクトが多いですが、長期で検討するプロジェクトもあります。・現場知識のある商社メンバーとの距離が近い為、協力しながらスムーズにプロジェクトを進行できます。・各種スタートアップパートナーを含め、高度な技術・知識を持つメンバーがプロジェクトに参加しています。【AI・データ分析業務の主な流れ】・当社グループの各種課題や新事業の相談を受け、打ち合わせを実施して要件の整理からデータ分析設計を行ないます。・データを預かり分析を行ない、PythonやR、BIなどの各種ツールやクラウドサービスを使って分析モデルを実装します。・打ち合わせにより報告を実施し、必要に応じて要件再整理から報告までを繰り返します。・本番運用に移行する場合は本番運用に関する要件を、必要により当社のアーキテクトチームと一緒に整理し必要によりシステム化につなげます。【開発環境・ツール】・言語は主にPythonを使っています。ケースによって他の言語も利用しています。・RPAや各種クラウド環境を利用して効率的な分析環境を構築します。・大手総合商社のネットワークを使い国内・海外のAI系パートナーと協力し、様々な最新の技術をプロジェクトで活用しています。・他、利用環境/ツールは以下です。・Cloud Platform：AWS/GCP・レポジトリ：Github・プロジェクト管理：Wrike・ファイル管理：Google Workspace・メッセージ：Slack・Wiki：Confluence・PC：Mac or Windows（希望に応じて貸与）【労働条件】・試用期間：有（3ヶ月）・就業時間：9：30～17：45（所定労働時間7時間15分）・フレックスタイム：有・休日：土曜、日曜、祝日 ※年間休日120日・休暇：年末年始5日、有給休暇（年間20日間、初年度は残月数で割掛け）・社会保険：健康保険、厚生年金、雇用保険、労災保険・通勤手当：会社規定に基づき支給・退職金：有・受動喫煙対策：屋内原則禁煙（喫煙室あり）・その他：産前産後欠勤制度（産前6週間、産後8週間）など※想定年収には賞与（夏・冬2回）を含みます【想定年収】600万円～1800万円【応募資格】■必須（MUST）・AIやデータ分析、統計、AIの知識及びプロジェクト実績・ビジネス課題の整理とデータ分析の設計能力■歓迎（WANT）・ビジネスレベルの英語力・過去、ビジネス事例においてデータ分析・AIモデル構築経験が豊富にある方。・抽出されたビジネス課題、仮説、ゴール設定からデータ分析課題に落とし込むことが出来る方。※次のステップに進んでいただく方のみにご連絡を差し上げておりますので、その旨ご了承下さい。
"
