country,title,company,location,employment_type,seniority,applicants,description
Japan,Data Analyst - Pre-IPO Global Startup,"
                Spotted
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
          39 applicants
        ","
Overview:Our client is one of the fastest growing startups in Asia who technology is used by millions of users globally.They entered Japan following a huge project expansion worth millions of dollars per year.As part of the their next phase of expansion they are hiring for a customer facing data analyst.Responsibilities:Understand the day-to-day issues that the services faces, which can be better understood with dataCompile and analyze data related to service issuesDevelop clear visualizations to convey complicated data in a straightforward fashionWorkshop with customer and provide insightsRequirements:Bachelor's or Master's degree in Statistics or Applied Mathematics or equivalent experience3 years' Data Analysis experienceComfortable working with customersProficient in SQL, Excel, Google Analytics and other analysis toolsFluency in Japanese, business level English or higherSalary:Market leading salary + Stock Options
"
Japan,データアナリスト Data Analyst,"
                FLYWHEEL Inc.
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology and Analyst
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
フライウィールのミッション私たちのミッションは、「データを⼈々のエネルギーに」することです。データは人々が持つ価値を最大化する新しいエネルギーだと、私たちは考えています。本来不必要な作業を効率化し、生産性を向上させ、より創造的な価値を創り出すための、まさに「エネルギー」になるのです。FLYWHEELは日本語で、はずみ車という意味です。私たちは、企業や人々がデータとテクノロジーをより積極的に活用し、仕事や作業の効率化を加速する社会の「はずみ車」になりたいと考えています。ポジションについてフライウィールにおけるデータアナリストはビジネスディベロップメント、プロダクトマネージャー、データサイエンティスト、データエンジニアと連携し、パートナーが保有するデータや、弊社プロダクトのデータの可視化・分析を実施し、PDCA体制の構築・課題解決へ向けた仮説立案・データに基づく提案・レポーティング等により、社内外のステークホルダーの課題解決をリードします。様々な業界・業種のパートナーのデータを分析し、個々の課題解決に資するだけでなく、自社プロダクトのPDCAにも関わるため、データアナリストの業務を幅広く経験できます。業務内容データの視覚化・KPIダッシュボード作成データ分析の結果に基づいたレポート作成・ソリューション提案パートナーが保有するデータの分析-KPIの分解や層別解析等による打ち手の考察と提案-実行した施策の効果測定必須条件データ分析の実務経験（1年以上）Tableau等を活用したダッシュボードの要件定義、開発を行いクライアントに納品した経験クライアントの事業のKPI設計に関する知識と経験SQLによる大規模データの処理経験分析結果をわかりやすく伝えるドキュメンテーションスキル、プレゼンテーションスキル検定、回帰分析など基本的な統計学の知識フライウィールのミッションとバリューに共感できること歓迎条件Pythonなどによる基本的なプログラミングスキルSVMやランダムフォレストなど基本的な機械学習の手法の知識AWS、GCPなどのクラウドの利用経験
"
Japan,Data Analyst,"
                Capgemini
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Data Analyst should be able to understand and define the data transformation specifications from source data to the data delivery (API, ETL) format. Able to understand business definitions of Data Attributes from various source systems and able to map to Target data structures. Should be able to understand Business application functionality quickly. Involve in Source system data analysis and prepare mappings for source to target. Help Data Engineers & Data Modelers to understand the data structures. Interact with Source application SME's on understanding the data structures and be like custodian of data from various source systems. Proficient with SQL scripting including complex queries. Ability to transform Data Structures into data models and inference the relationships, data types, profiling & others. Able to analyze disparate source systems and data structures including Mainframe, SFDC, XML, JSON, RDBMS & others. Should be independent contributors, working with various stakeholders of the project. Working experience on Azure data services, Insurance industryLanguage Capability - Japanese and English - Business Level
"
Japan,Data Analyst- This role for- Less-Able (Disability),"
                Intel Corporation
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
          96 applicants
        ","
Job DescriptionThis role is for ""Less-able"" (Disability) hire and contract employee position.Develop scripting to enable data analysis of upstream processing parameters and integrating with downstream processes to identify potential integrative quality and performance concerns.Develop data acquisitions, database management and design requirements to enable seamless data extraction and data analysis capabilities and linkage with partner manufacturing companies across the globe.Develop substrate in process parameter monitoring templates working with various organization. Enable template development automation, infrastructure, protocols for future platforms using programming.Develop dashboards for better visualization for critical indicators, develop real time project trackers, develop IT solutions to optimize manual workload.QualificationsBachelor’s Degree in IT/Computer Science with 7+ years of working experience.Experience with programming including SQL, Python, R, Power BI, scripting. Knowledge of database and database design and management,Demonstrate ability to collaborate with various stakeholders and partners while able to work independently with minimal supervision.Demonstrate ability to effectively communicate in written and verbally in EnglishInside this Business GroupAs the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art -- from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in the Technology Development and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore’s Law to bring smart, connected devices to every person on Earth.Work Model for this RoleThis role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.
      "
Japan,Product Data Analyst,"
                Randstad Japan
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        必須条件アナリストとしての経験（2年以上）データ分析および視覚化ツール（SQL、R、Python、Tableauなど）の使用経験データの分析結果を活用し、プロジェクトの改善をした経験ユーザー視点での改善ポイントを的確に理解し、強いサービス感覚と共感できる施策チームに共有できるビジネスへのインパクトやユーザーエクスペリエンスの向上の機会を見つけるための高い分析スキルと強い探求心のある方目標達成のために自ら行動し、クリエイティブかつクリティカルな思考が可能な方社内のステークホルダーにタイムリーかつ適切な分析結果およびレポートを行うビジネスレベル以上の日本語スキル【求められる経験・スキル / Required Experience And Skills】必須条件・SQL言語によるデータ抽出・分析の経験（実務経験2年以上）・redash / TableauなどのBIツールでダッシュボード実装の経験（実務経験2年以上）・データ分析でアクションを提案し、サービス指標の改善をした経験・日本語ビジネスレベル以上歓迎条件・toCサービス事業での分析経験・DWH/DMの設計構築の経験・データサイエンス/統計学の専門知識・プロダクトマネジメント経験・複雑で抽象度が高い分析課題も定式化・定量化して解決できるスキル・エグゼクティブメンバーとの業務経験【学歴】大学卒業以上【職種 / type of occupation】システム開発（Web・オープン・モバイル系）【給与 / salary】年収 1,000 〜 1,200万円【賞与】有【雇用形態 / employment status】正社員試用期間有り3ヶ月【就業時間 / working hours】09:00～18:00【休日休暇 / holiday】日曜日,土曜日,祝日諸手当【保険 / social insurance】健康保険,厚生年金保険,雇用保険【待遇・福利厚生】 各種社会保険完備（関東ITソフトウェア健康保険組合） フレックスタイム制 リモートとオフィスワークのハイブリッドスタイル ソフトウェア、書籍購入補助 オンライン学習補助（英語、日本語、プログラミングなど） セミナー/カンファレンス参加費補助 PC（Mac）、マウス、キーボード、ディスプレイを選べる制度 在宅勤務環境整備のための備品購入サポート補助（上限5万円） 社員旅行、忘年会、各種交流イベント多数実施受動喫煙防止措置敷地内禁煙【特長 / features】フレックスタイム制【業種 / industry】ソフトウェア・情報処理Job ID: VAC-234037/
      "
Japan,Data Analyst – Bank Business Department (BBD),"
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionBusiness OverviewRakuten Bank, the online-based bank of Rakuten Group, was the first internet bank in Japan to reach 11 million accounts.Department OverviewThe Rakuten Bank Data Intelligence Department was established in 2017 and aims to strategically utilize our data. We are supporting decision-making such as strategy planning, marketing measures, investment, and credit administration by analyzing big data owned by Rakuten Bank and Rakuten Group. Our mission is to contribute to improving profitability and operational efficiency through these activities.We do more than just aggregate data. Recently, we have been focusing on AI development. Some of our models and algorithms have been built based on machine learning and are utilized for predicting things such as exchange rates and incoming customer calls. At the same time, we also have a mission to foster an analytical culture that enables Rakuten Bank to grow as a data-driven organization.We are the department that leads the company from the perspective of data utilization.Why We HireWe are looking for personnel for advanced data analysis and strengthening the data analysis platform for all of Rakuten Bank. In addition to big data analysis, it is possible to gain a wide range of experience relating to data including AI development, application development, and organizing study sessions.Position DetailsResponsibilitiesService planning and proposal based on data analysis: We perform multi-faceted analysis using Rakuten Bank, Rakuten Group, and external data. In addition, we support front office decision-making, and plan and propose new services based on analysis results.Development of data infrastructure / fostering a culture of data analysis: We are preparing an environment where every department can use cross-sectional data. For this, we are developing a database for analysis and introducing BI tools in-house. We organize study sessions and actively promote the sharing of knowledge.StakeholdersWe have the opportunity to interact with various departments within the company, such as the Sales (retail/corporate), Account Management, and Customer Center. In addition, we are collaborating and actively discussing data utilization with group companies such as Rakuten Group and Rakuten Card.Mandatory Qualifications5+ years work experience with data analysis using Python / R / SQLExperience with data extraction and data analysis using database (SQL)Experience with Linux command usage (shell / shell script)Basic knowledge of statistics / machine learningExperience creating reports and dashboards using BI tools (Tableau / MicroStrategy / Power BI, etc.)Communication skills that allow you to listen to and understand the other person's story and convey your thoughts in an easy-to-understand mannerLogical thinking that can make decisions efficiently and rationallyProblem-solving ability to understand the essential needs of the other party and lead to a solution through hypothesis and verificationDesired QualificationsExperience with data analysis and development in the banking industryExperience with analysis project promotionExperience with public cloud usage (AWS, etc.)Experience with web access analysis experienceExperience building, operating, and maintaining data warehouses / data martsExperience with VBA developmentExperience with Model developmentExperience with data processing (ETL / ELT)Additional Information on LocationTokyo (Shinagawa)Additional Information On SecondmentThis position will be employed by Rakuten Group, Inc. and seconded to Rakuten Bank, Ltd.#business#datascientist#researcher#fintechgroup#RakutenBank#PythonLanguagesJapanese (Overall - 4 - Fluent)
      "
Japan,BI Data Analyst - Data Platform Department (DPD),"
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Research, Analyst, and Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job Description Business  Overview Rakuten group has almost 100 million customer base in Japan and 1 billion globally as well, providing more than 70 services in a variety such as ecommerce, payment services, financial services, telecommunication, media, sports, etc. Department  Overview Following the strategic vision “Rakuten as a data-driven membership company”, we are expanding our data activities across our multiple Rakuten group companies. We are providing BI serviced to expand “data driven decision culture” by developing data mart environment and BI reports, using centralized data warehouse within Rakuten group. Why  We  H  ire W e would like to improve our service capability in terms of analytics so we opened this position to acquire professional data analysts. Position  Details This role will support business users of the company in terms of data analysis. This position belong to BI development team and the team develops many BI reports. The position need to work with developing team to suggest new opportunities and do analysis against developed BI reports.This role will need to work with multiple business units inside company. And it is responsible for understanding various business user’s requirements and providing BI reports insights.Mandatory QualificationsStrong interest and understanding about data, data analysis, and making business value by utilizing dataExperience at a data analysis specialized company or in a data analysis specialized departmentAnalytical skills in utilizing data related tools or solution (Ex. SQL, Python, R)Deep understanding of various business model in relevant businesses (see above scope)Working experience of analytical research or strategic analysisBalance of standalone capability and team collaboration.3+ years overall IT work experienceDesired QualificationsStatistics / Econometrics degrees or certificationsBasic business knowledge to understand requirements (accounting, marketing etc.)More than 3 years of experience working at Data analyst sectionExperience of executive communication and presentationStrong communication skillsExperience working with global teams#business#datascientist#researcher#technologyservicediv#PythonLanguagesEnglish (Overall - 3 - Advanced), Japanese (Overall - 3 - Advanced)
      "
Japan,Data Analyst,"
                CACI International Inc
              ","
              Greater Nagoya
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        Job Category: Information TechnologyTime Type: Full timeMinimum Clearance Required to Start: SecretEmployee Type: Regular-Long Term AssignmentPercentage of Travel Required: Up to 10%Type of Travel: Continental USAs a CACI Data Analyst at Ship Repair Facility and Japan Regional Maintenance Center (SRF-JRMC), you will provide data collection, validation, cleansing, and transformation services for SRF-JRMC command reports. You will partner with stakeholders to discover primary and secondary data sources, organize and prepare relevant and accurate command reports, and coordinate with reporting needs up the chain of command.More About the RoleIn this role, you will have a direct impact on the organizational visibility and transparency of our customer by engineering high-quality data pipelines and reports for senior leadership.You will use your strong critical thinking and communication skills to collaboratively identify source datasets and refine them appropriately for use in command-level reports.You will coordinate with diverse teams to promote the best fit-for-use data sources, assess their quality level, and perform any necessary data transformations and enrichments.You will deliver regular status and findings reports to command staff that capture the actions, progress, and way-forward recommendations.Work individually and as part of a team to achieve goals.SRF-JRMC work may be in an industrial environment outdoors or indoors, in multiple industrial trade shops, and/or in a field office or CACI office environment.Physical Demands: Normal demands associated with an office environment, including ability to work on a computer for long periods.Work is also in an active industrial environment that may require walking long distances carrying backpack filled with work materials (and transporting materials, supplies as needed), climbing ladders, and accessing confined spaces. Ability to lift/carry up to 25 lbs.You’ll Bring These QualificationsMust be a U.S. Citizen. Must have the ability to obtain a DoD Interim Secret securityclearance and subsequent final DoD Secret security clearance.Bachelor’s degree and 3-5 years of experience in Data Analytics.Strong analysis and critical thinking skills.Proficiency with data analysis, visualization, and presentation tools – especially Excel and PowerPoint.Experience developing and validating data models.Experience working with large data sets.Experience in the preparation, selection, organization, and presentation of information in a concise and coherent manner.Demonstrate cross-cultural competence, high emotional intelligence, and strong interpersonal skills to work with foreign Nationals and culturally diverse populations.Ability to communicate with customers at all levels of the organization in a professional, effective manner.Ability to perform successfully both independently and as a team member.Ability to organize work efficiently and manage time effectively.These Qualifications Would Be Nice To HaveActive DoD Secret security clearance.Knowledge or experience working in a Naval or Shipyard environment.Knowledge or experience working in a large industrial environment.Master’s degree.What We Can Offer You We’ve been named a Best Place to Work by the Washington Post. Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives. We offer competitive benefits and learning and development opportunities. We are mission-oriented and ever vigilant in aligning our solutions with the nation’s highest priorities. For over 55 years, the principles of CACI’s unique, character-based culture have been the driving force behind our success.Company Overview: At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is an Equal Opportunity Employer – Females/Minorities/Protected Veterans/Individuals with Disabilities.As a federal contractor, CACI is subject to any federal vaccine mandates or other customer vaccination requirements. All new hires are required to report their vaccination status.
      "
Japan,"Data Analyst, Rakuma Service - EC Incubation Department (ECID)","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionDepartment OverviewThe EC Incubation Development Department (ECID) which this position belongs to has responsibilities of development and operation of various emerging EC services including Rakuma (flea market app), Rakuten Pay Online, Rakuten hometown tax support, Rakuten Car etc.Although each development group is independently contributing to each service, we regularly hold meetups which are events for information sharing across the group and have committee scheme which members gather based on their common interests for improving their skills.This is the department you can feel both business growth and self-growth through contributing to the teamwork.About RakumaSince its launch in 2012 (under the name of Fril) as the first flea market service in Japan, Rakuma has continued to grow and is now a large-scale service with an annual transaction value of over 140 billion yen.About The Rakuma Development TeamWith the mission of ""Re:valuation - Redefining the value of things"", we are working on development as a team of producers, designers, and engineers.Engineers at Rakuma are not just writing codes according to the specifications, but we are dedicated to improve our service always questioning ""What are the issues that we should solve for our users?"" ""What should we do to make more users happier?"".Each member of the development team makes use of his or her own expertise and strives every day to create a better service.PositionWhy We HireAs a data analyst for Rakuten's flea market app ""Rakuma"", you will be in charge of environment and operation management for analyzing user behavior and attribute data, and short-term, medium- and long-term improvement proposals based on the data.In order to further evolve the product, we are looking for people who can extract issues based on data and promote improvement plans.Please join Rakuten's flea market app ""Rakuma"" and offer new value to ""Rakuma"" with us!Position DetailsThis position will lead the following tasks for Rakuma. Rakuten's flea market application ""Rakuma"" issue research and product analysis (Web, App) User analysis KPI design and data analysis support within the product Construction of access analysis environment using Google Analytics, KARTE, etc. (event design, tool operation, etc.) Collaboration with other departments and construction of data management/utilization environmentMandatory Qualifications Experience of product (Web, App) analysis using access analysis tools such as Google Analytics and KARTE (approx.: 3 years or more) Experience in promoting internal introduction and utilization of access analysis tools Communication with stakeholders to promote business / facilitation skills Knowledge about SQL KPI design experienceDesired Qualifications TOEIC Score 600+ Basic knowledge of application/web development Experience with usability test/user interviews Abilities in problem solving, logical thinking, hypothesizing, and structured thinking Skilled in documentation, presentation, quantitative and project management#business #jobcategory01 #datascientist #jobsubcategory05 #commerce #organization01 #Rakuma #servicename08LanguagesJapanese (Overall - 4 - Fluent)
      "
Japan,"Data Analysis, Rakuten Ichiba - Rakuten Ichiba Marketing Department","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionBusiness OverviewThe Marketplace business is the development of Rakuten Ichiba, the founding business of Rakuten.Rakuten Ichiba, founded in 1997 and continuing to this day, embodies Rakuten's mission of ""empowering people and society through innovation,"" and has created a system that allows people who are good at business to easily open stores beyond the limits of the business sphere, delivering the joy of shopping to users throughout Japan. We are now one of the largest EC companies in Japan.Today, Rakuten Ichiba has grown to become one of the largest e-commerce sites in Japan.Department OverviewWe, The Rakuten Ichiba Marketing Department plans and promotes marketing strategies for users in order to increase sales of Rakuten Ichiba, Japan's largest shopping mall with a total of over 100 million members.The mission of this position is to analyze data for the development and promotion of marketing strategies aimed at the mid- to long-term growth of Rakuten Ichiba.In order to analyze the external environment for marketing strategies and to understand customer segments and customers, data analysis is conducted based on the large amount of data held by Rakuten data and external survey data.PositionWhy We HireFor business expansionPosition DetailsIn this role, you will analyze Rakuten Ichiba’s customer data, cooperating closely with internal and external stakeholders such as a researcher in the same team. Analyzing data on Rakuten members, such as purchase history, site-visits and research data within Rakuten, as well as external survey data for the development of marketing strategy for management and executives. Accelerating data utilizing inside Marketing department with data scientists.ResponsibilityYou will analyze following data subject to purpose. Customer data to develop strategy.ex) such as by customer segment, product genre/category, membership registration period, etc. Set and monitoring KPIs to understand carouses of differences in between plans and results. Supporting data analysis to management for business decision making Accelerating data utilizing inside Marketing departmentOther responsibility accelerating data utilizing inside Marketing department.ex) Data maintenance, development of data analysis environment, evolution of data analysis methods, education, etc.Work EnvironmentHuman resources with the following experience / background are active (for example) Project manager of marketing strategy planning. Researcher of research companyAptitude QualificationsMandatory Qualifications: Cooperative, able to carry out discussions in a constructive manner Adaptability, the ability to respond to changes in the environment and policies and flexibly adapt to actions Decisiveness, ability to make appropriate choices about actions Responsible, ability to get things done to the endSkills Experience in data analysis (5+ years) Ability to think strategically, structurally, and hypotheses designDesired Qualifications Development of Business strategy and marketing strategy. Conducting user research Working with various analysis tools (SQL, R, Python, -Google Analytics, Adobe Analytics, etc.) Using statistics and machine learning Experience in the online industry and EC industryOthers InformationAdditional information on English QualificationTOEIC Score exceeding 800 (or similar level of English ability) or a University Degree earned in an English-speaking countryTOEIC Score of 600 or higher is acceptable for fixed-term employees.In this case, it is necessary to achieve a TOEIC Score exceeding 800 after joining Rakuten in order to be eligible to become a regular employee.If no evidence is available to prove the qualifications denoted above, taking an IP test, organized by Rakuten, during selection process is required.#business #jobcategory01 #marketing #PR #jobsubcategory04 #commerce #organization01 #RakutenIchiba #servicename01LanguagesEnglish (Overall - 4 - Fluent), Japanese (Overall - 4 - Fluent)
      "
Japan,Data Analyst(CHN),"
                CTW Inc
              ","
              Roppongi, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
工作内容运营自有游戏发行平台“G123”。我们提供每个标题的所有规划和管理。凭借日本最大的内部平台实力交付《ビビッドアーミー》等优质游戏，并在最近三期以T2D3的急剧曲线增长。为了上市，我们正在为海外扩张和许多新游戏做准备。来自七个国家的年轻成员每天在创造一个不同于应用游戏的世界中发挥着核心作用。负责公司广告市场，游戏运营相关的广告投放，预算优化，用户获客和增长方面的数据分析，提供解决业务核心问题的方案并协同业务部门实施并持续改进。能提供数据洞察业务报表并指导业务成长。结合微观和宏观市场分析趋势并影响决策。Requirements必须条件熟练使用Python，SQL熟悉AB测试具备数据提取，整理，分析能力熟练使用各类统计方法进行复杂数据处理熟练使用BI工具，如：tableau良好的口头表达能力和团队合作能力优先考虑计算机，数学，统计，经济学相关专业背景拥有用户增长，广告业务相关经验咨询公司从业经验语言要求中文母语能看懂技术文档的英文水平Benefits工作时间＆休日休假工作日10:00 - 19:00（午休13:00-14:00），核心时间11点-16点周六周日及法定假日休息，含：日本新年（元旦）假期；慶弔休暇（婚假/产假/丧事假等）；夏季休假（盂兰盆节期间）带薪休假（入职6个月以上10天，之后每1年增加1~2天）各种社会保险（健康/年金/雇佣/劳灾）住房补贴（六本木1丁目站或神谷町站起始2站以内，支付3万日元／月）交通补贴（月上限3万日元）长期勤务补贴（连续在勤5年后、支付5万日元／月）饮料／零食／咖啡／营养品；早、午餐／杯装水果／甜品下午茶免费提供各种社内event・团建活动（公司负担支出费用）
"
Japan,"Data Analyst, Innovation and Platform Section - EC First Party Development Department( ECFD)","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job Description Department Overview Rakuten is an EC company. The business model of Rakuten Ichiba is B2B2C and we worked close to merchants. Also we are focusing of the B2C model. And EC Firstparty Department (ECFD) is a home of B2C model business in Rakuten. B2C model business can control the variation of the items at the stores and also increase the quality of the delivery the item to the customers.EC First Party Development Department has responsibility for developing and operating the systems related to B2C E-Commerce businesses.◆Services of ECFD・Rakuten Books, Magazine・Kobo・Rakuten Fashion・Sokai Drug, Rakuten 24・Rakuten Seiyu Netsuper◆Innovation and Platform sectionIn the ECFD organization, there is an Innovation and Platform section which support the growth of ECFD’s services. This section has several groups like DevOps group, PMO group and Data Analytics& Platform Group.Position Why We Hire The services of ECFD are growing and we need more members to work with Position Details ◆Data AnalystThis position belongs to Data Analytics& Platform Group, Innovation and Platform Section – ECFD.The responsibility of Data Analytics& Platform Group Collect, transform, make pipeline and publish data for various use cases.  Design, build, operationalize, secure, and monitor data processing systems with a particular emphasis on security and compliance; scalability and efficiency; reliability and fidelity; flexibility and portability.  Analyze, visualize and interpret the data We are looking for experienced Data Analyst who is familiar with data analysis process / any BI Platform / product management. Work Environment Currently 15 members belong to the group.Mandatory Qualifications Data analysis process  Any of the following BI Platform (Tableau/DOMO/MSTR)  Product/Project management  Business level of Japanese Desired Qualifications SQL  Python Additional Information On SecondmentNA#engineer#datascientist#researcher#commerce#RakutenFashion#RakutenBooks#Rakuten24#RakutenSeiyuNetsuper#Python
      "
Japan,"Data Analyst, Marketing & CWD Section - DREAM Business Management Department","
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionBusiness OverviewDREAM Business consist of Horse Racing Business, Cycle Racing Business, toto Lottery Business, and DREAM Business Management Department. Our mission is “Providing Dream to consumers via Internet, and empowering the local regions”.Department OverviewDREAM Business Management Department expand work efficiency, quality improvement, and standardization into each business within DREAM Business.Marketing Section is responsible for the smooth operation of the entire DREAM business from the field of marketing.PositionWhy We HireFor business expansion.Position DetailsYou will mainly be responsible for the following tasks. Data aggregation and analysis for each promotion campaign Compile date for each service, prepare documents and report to the necessary scope Management of KPI report and tools Data analysis (Customer / sales / competitive) Analyze and propose improvements based on dataThere are many opportunities to be active in various fields, so you can take on new challenges, using own experience.Mandatory Qualifications More than 3 years business experience in data analysis(regardless of industry or scale)Desired Qualifications Knowledge of statistics Experience in marketingOthers InformationAdditional information on LocationForcast Shinagawa1-20-9 Kitashinagawa, Shinagawa-ku, Tokyo10-minute walk from JR Shinagawa StatioAdditional Information On English QualificationTOEIC Score exceeding 600 (or similar level of English ability) or a University Degree earned in an English-speaking country#business #jobcategory01 #datascientist #jobsubcategory05 #commerce #organization01 #DREAMBusiness #servicename16LanguagesEnglish (Overall - 3 - Advanced), Japanese (Overall - 4 - Fluent)
      "
Japan,Data Analyst - Ichiba Creative & Web Design Department (MPB),"
                Rakuten
              ","
              Tokyo, Tokyo, Japan
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Job DescriptionDepartment OverviewWe are looking for web analyst and data analyst at the Commerce Company, which is the core role of Rakuten Group.What we are expecting from you is analyzing user behavior in the Rakuten site and analyzing user attributes and making short-term and long-term improvement suggestions based on the data.We are waiting for those who have active communication skill with many stakeholders and have the driving force to discover the problem by yourself and lead to resolution.PositionWhy We HireTo strengthen the system for further business expansion.Position DetailsIn this role, you will be responsible for conducting quantitative and qualitative analysis of Rakuten Ichiba's overall numerical analysis (including purchase data, but especially in terms of traffic data) and user surveys, and link the analysis results to improvement actions in collaboration with the teams in charge both inside and outside the department. Site analysis and user analysis to maximize the distribution scale of Rakuten Ichiba. Propose content improvements for various event pages. KPI tracking and its environment construction. Data analysis that contributes to strategic planning (purchase data analysis, traffic data analysis, NPS research, market research and industry analysis, etc.) Ad hoc data extraction and research survey support. Documentation of analysis results and presentation of proposals Sharing of specialized skills within the department (study sessions and training instructors)Mandatory Qualifications Experience in data processing and analysis at previous jobs (SQL experience and experience in site analysis using access analysis tools such as Adobe Analytics and Google Analytics) The ability to solve problems, think strategically, and design hypotheses The ability to balance individual and team work styles.Desired Qualifications The ability to communicate proactively with the team in charge and to promote the work. The ability to listen to and understand the situation and requirements of each team in charge, a hands-on sense of understanding the other team's situation, and a positive attitude toward discovering and solving problems on your own. Working experience with various BI tools such as DOMO.Others InformationAdditional information on English QualificationTOEIC Score exceeding 800 (or similar level of English ability)or a University Degree earned in an English-speaking countryTOEIC Score of 600 or higher is acceptable for fixed-term employees.In this case, it is necessary to achieve a TOEIC Score exceeding 800 after joining Rakuten in order to be eligible to become a regular employee.If no evidence is available to prove the qualifications denoted above, taking an IP test, organized by Rakuten, during selection process is required.LanguagesEnglish (Overall - 4 - Fluent), Japanese (Overall - 4 - Fluent)
      "
Japan,CRM / Data Analyst,"
                Michael Page
              ","
              Tokyo, Tokyo, Japan
            ","
            Advertising, Design, and Marketing
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
One of the biggest Luxury brands with various product categories|Strong career mobility within the groupAbout Our ClientOne of the biggest luxury groups globally with a variety of products in Fashion, FMCG, Cosmetic, Hospitality...etc.Job Description Provide analysis and propositions on CRM activations to enable the team to steer CRM action plans and improve effectiveness. Regular reporting on CRM KPIs. Feed the Marketing / Retail team through a better knowledge of the purchasing behaviour of our customers. Accompany strategic CRM thinking on various CRM projects (Loyalty program, LINE etc.) and segmentation and targeting for CRM activations. Ensure a monitoring of the quality of the data and issue alerts. Monitor the compliance of the CRM relevant tools by coordinating with the PCIS Support Teams. Provide support on inquiry handling regarding client data from counters and call center. Train and support CRM tool users. Ensure the management of the activity (Respect of the Budgets, Deliverables, Restitutions and Planning, Deadlines) Lead client data project with PCIS and 3rd parties who support the development. 10. Work with multiple stakeholders to define the client data use case/ deploy or support the deployment of project.The Successful ApplicantStrong CRM/ Analytic experienceAbility to manage regular reporting and KPI monitoringAbility to develop Ad hoc studies to answer a particular problemAnalyze customer purchasing behaviors to be able to offer predictive analyticsLead projects that engage with client data by working closely with PCIS & 3rd party to deploy the business use cases.What's on OfferStrong retail and digital integrationStrong internal mobilityInternational working environmentStrong product, top 3 in Luxury cosmeticContact: Minh TranQuote job ref: 4191882
"
